Title,Username,final_review,compound,sentiment,adjectives_only
Air Terjun Takah Pengkoi,Nur Shakila,"the waterfall is beautiful, there are layers but the water is not very clear, it is spacious and comfortable for many people to gather, the toilets, the dressing area is provided, but it is a bit less comfortable because the payment for adults is limited to rm",0.7845,Positive,beautiful spacious comfortable many comfortable
Air Terjun Takah Pengkoi,Wawa Mohd Karim,"the best waterfall is really cold, the entrance is extreme because it is still in progress to make a cement road, four wheels drive is recommended",0.8316,Positive,best cold progress cement
Air Terjun Takah Pengkoi,Mr. Zairy,"It's expensive because it's counted as a rmperson for overnight, including if you want to rent a homestay, it's counted as a rmperson, the facility is worth the fee",0.296,Positive,expensive rmperson
Air Terjun Takah Pengkoi,iza arina,"go during the weekend, there are many people but it's not too crowded, the place is clean, it just needs to be improved for the toilet and shower room, the water is not fast and some have no water",0.7096,Positive,many clean fast
Air Terjun Takah Pengkoi,Intan Syazwani Samsudin,"takah pengkoi is very beautiful, the area is maintained and always in a clean condition, the atmosphere is very quiet, the waterfall is very beautiful, there are many sites for picnics in the morning, open rmpax tickets, no overnight stays, toilets, surau bathrooms are provided",0.8716,Positive,beautiful clean quiet many open
Air Terjun Takah Pengkoi,hanzzz 360,"ticket price for adults, children, free years, enter after school, go up a little hill, see a big house, turn left, there is a small signboard, point to the left, just follow the street, if you are not sure of the direction, ask the people at the school, they will surely help. It is clean, beautiful, it is far from here, but it is worth it. The road is narrow, enter the gate, this place is on the same level as the camping site. full pack days even though this place is far inland so enjoy your trip and have fun",0.965,Positive,free little big small follow sure help beautiful worth narrow full inland
Air Terjun Takah Pengkoi,Fatimah Bibi,"the best place is clean, the toilet is ok, just a little bit, I'm satisfied if you want to climb low enough, you can bear it for the price of Rm for years and above which is plg x best, the road going up is steep, lots of ground collapses, if we go to the top, it's raining, don't know what to think about going down, please fix it, the road will go up quickly",0.9426,Positive,best clean little satisfied low bear best steep top
Air Terjun Takah Pengkoi,Firdaus Yaacob,"look at the picture if you want to know where to turn, there is a surau, you can camp, there is a toilet, there is a large parking area, it's easy, you just have to get there, the road is beautiful, you don't have to pay",0.8124,Positive,know surau large easy beautiful dont
Air Terjun Takah Pengkoi,aidit alfian,"the best fun place, there are also many places to spread out the mats, there are places to open tents as well, the area is wide and beautiful, there are many pools and roller coasters, the entrance ticket is only RM for adults and free for children and adults",0.9501,Positive,best many open wide beautiful many free
Air Terjun Takah Pengkoi,Rreef,nice place for camping or adventure experience here for overnight or just a day trip but dont expect luxurious facilities as basic necessities provided there expect road condition with no tarmac as going through palm estate road condition and that would be the reason given stars,-0.0644,Negative,nice overnight luxurious basic expect palm
Air Terjun Takah Pengkoi,Susan M Sipaun,this campsitewaterfall is located in segamat district johor nearest town from takah pengkoi is bekok town you can get supplies here before entering the oil palm plantation where the campsite is located bear in mind there is very limited phone signal at the campsite to get there it is most convenient to locate sekolah kebangsaan kampung kudong then go pass it till you find the takah pengkoi sign board on your left turn left go straight and you will arrive at the entrance of the campsite register and pay for the entrance fee there is a kak ros there who does the registration fees cost rm per pax per night or rm per pax for nights or rm per pax for day trip operation hours am to pm the campsite parking can fit in cars otherwise just do roadside parking and walk a bit to the rivercampsite basic toilet and shower facilities are available malefemale separated do not expect luxury but water is strong for shower and the flush works the campsite is well maintained no garbage strewn around no funny smell not much mosquito no wild dogscats no monkeys it is good but watch out for squirrels theyll eat any fruit left unsupervised there are still other insects that bite like mosquito though crowds peak on friday and leave by late saturday afternoon because johor starts to work on sunday solar lights are placed nearby toilets walkway and parking area to see stars at night walk further away from camp to avoid the lights there are several spots where you can safely enjoy the waterfall cascades feel the water rush that massages your back get some nice photos water is relatively clear at the upper levels and lesser at the lower part of the river some areas are shallow and it is suitable for children camp right in front of the river awesome experience to relax while keeping an eye on your children and doing barbecue there are lots of shade and you can feel the cool temperature,0.9867,Positive,segamat nearest kudong takah straight arrive campsite fit rivercampsite basic available expect strong funny much wild good unsupervised bite crowds late sunday solar nearby camp avoid several waterfall nice clear upper lower suitable awesome feel cool
